,value,data,startTime
0,126.0,2021-03-30,18:45:30
1,126.0,2021-03-30,18:45:34
2,126.0,2021-03-30,18:45:39
3,126.0,2021-03-30,18:45:41
4,130.0,2021-03-30,18:50:03
5,130.0,2021-03-30,18:50:04
6,123.0,2021-03-30,18:50:12
7,123.0,2021-03-30,18:50:17
8,123.0,2021-03-30,18:50:19
9,122.0,2021-03-30,18:50:24
10,121.0,2021-03-30,18:50:29
11,127.0,2021-03-30,18:50:38
12,129.0,2021-03-30,18:50:40
13,131.0,2021-03-30,18:50:44
14,134.0,2021-03-30,18:50:52
15,138.0,2021-03-30,18:50:57
16,139.0,2021-03-30,18:50:59
17,140.0,2021-03-30,18:51:07
18,141.0,2021-03-30,18:51:09
19,142.0,2021-03-30,18:51:17
20,144.0,2021-03-30,18:51:20
21,146.0,2021-03-30,18:51:24
22,145.0,2021-03-30,18:51:33
23,144.0,2021-03-30,18:51:34
24,147.0,2021-03-30,18:51:39
25,147.0,2021-03-30,18:51:48
26,145.0,2021-03-30,18:51:53
27,148.0,2021-03-30,18:51:58
28,148.0,2021-03-30,18:52:03
29,147.0,2021-03-30,18:52:08
30,147.0,2021-03-30,18:52:10
31,146.0,2021-03-30,18:52:18
32,145.0,2021-03-30,18:52:23
33,145.0,2021-03-30,18:52:24
34,144.0,2021-03-30,18:52:30
35,144.0,2021-03-30,18:52:36
36,145.0,2021-03-30,18:52:43
37,145.0,2021-03-30,18:52:45
38,144.0,2021-03-30,18:52:51
39,144.0,2021-03-30,18:52:58
40,144.0,2021-03-30,18:53:01
41,145.0,2021-03-30,18:53:07
42,144.0,2021-03-30,18:53:13
43,142.0,2021-03-30,18:53:15
44,139.0,2021-03-30,18:53:23
45,141.0,2021-03-30,18:53:28
46,141.0,2021-03-30,18:53:31
47,141.0,2021-03-30,18:53:35
48,141.0,2021-03-30,18:53:43
49,141.0,2021-03-30,18:53:44
50,142.0,2021-03-30,18:53:51
51,144.0,2021-03-30,18:53:55
52,144.0,2021-03-30,18:53:59
53,145.0,2021-03-30,18:54:08
