,value,data,startTime
0,125.0,2021-05-16,08:39:05
1,125.0,2021-05-16,08:39:07
2,128.0,2021-05-16,08:39:12
3,128.0,2021-05-16,08:39:17
4,128.0,2021-05-16,08:39:25
5,130.0,2021-05-16,08:39:40
6,133.0,2021-05-16,08:39:44
7,131.0,2021-05-16,08:39:51
8,132.0,2021-05-16,08:39:56
9,134.0,2021-05-16,08:40:01
10,134.0,2021-05-16,08:40:02
11,133.0,2021-05-16,08:40:10
12,133.0,2021-05-16,08:40:13
13,133.0,2021-05-16,08:40:19
14,133.0,2021-05-16,08:40:26
15,133.0,2021-05-16,08:40:27
16,135.0,2021-05-16,08:40:35
17,134.0,2021-05-16,08:40:41
18,135.0,2021-05-16,08:40:46
19,135.0,2021-05-16,08:40:51
20,134.0,2021-05-16,08:40:56
21,134.0,2021-05-16,08:40:59
22,134.0,2021-05-16,08:41:04
23,135.0,2021-05-16,08:41:11
24,135.0,2021-05-16,08:41:14
25,137.0,2021-05-16,08:41:20
26,137.0,2021-05-16,08:41:22
27,137.0,2021-05-16,08:41:27
28,138.0,2021-05-16,08:41:33
29,139.0,2021-05-16,08:41:37
30,140.0,2021-05-16,08:41:46
31,139.0,2021-05-16,08:41:51
32,138.0,2021-05-16,08:41:55
33,138.0,2021-05-16,08:42:01
34,138.0,2021-05-16,08:42:04
35,140.0,2021-05-16,08:42:10
36,140.0,2021-05-16,08:42:16
37,141.0,2021-05-16,08:42:21
38,142.0,2021-05-16,08:42:25
39,142.0,2021-05-16,08:42:29
40,143.0,2021-05-16,08:42:32
41,142.0,2021-05-16,08:42:41
42,141.0,2021-05-16,08:42:43
43,141.0,2021-05-16,08:42:48
44,143.0,2021-05-16,08:42:53
45,144.0,2021-05-16,08:43:01
46,144.0,2021-05-16,08:43:06
47,143.0,2021-05-16,08:43:11
48,143.0,2021-05-16,08:43:12
49,143.0,2021-05-16,08:43:19
50,144.0,2021-05-16,08:43:23
51,146.0,2021-05-16,08:43:31
52,147.0,2021-05-16,08:43:34
53,146.0,2021-05-16,08:43:39
54,148.0,2021-05-16,08:43:43
55,148.0,2021-05-16,08:43:49
56,150.0,2021-05-16,08:43:56
57,151.0,2021-05-16,08:43:57
58,151.0,2021-05-16,08:44:04
59,151.0,2021-05-16,08:44:11
60,152.0,2021-05-16,08:44:15
61,152.0,2021-05-16,08:44:17
62,153.0,2021-05-16,08:44:23
63,153.0,2021-05-16,08:44:29
64,154.0,2021-05-16,08:44:33
65,154.0,2021-05-16,08:44:39
66,154.0,2021-05-16,08:44:45
67,155.0,2021-05-16,08:44:48
68,158.0,2021-05-16,08:44:55
69,158.0,2021-05-16,08:45:00
70,159.0,2021-05-16,08:45:02
71,157.0,2021-05-16,08:45:07
72,156.0,2021-05-16,08:45:16
73,155.0,2021-05-16,08:45:19
74,150.0,2021-05-16,08:45:24
75,148.0,2021-05-16,08:45:31
76,147.0,2021-05-16,08:45:33
77,147.0,2021-05-16,08:45:41
78,146.0,2021-05-16,08:45:42
79,143.0,2021-05-16,08:45:48
80,135.0,2021-05-16,08:45:55
81,134.0,2021-05-16,08:46:00
82,128.0,2021-05-16,08:46:05
83,127.0,2021-05-16,08:46:11
84,129.0,2021-05-16,08:46:14
85,128.0,2021-05-16,08:46:17
86,118.0,2021-05-16,08:46:25
87,118.0,2021-05-16,08:46:27
88,114.0,2021-05-16,08:46:34
89,110.0,2021-05-16,08:46:39
90,111.0,2021-05-16,08:46:46
91,112.0,2021-05-16,08:46:48
92,110.0,2021-05-16,08:46:54
93,109.0,2021-05-16,08:46:57
94,111.0,2021-05-16,08:47:06
95,111.0,2021-05-16,08:47:07
96,106.0,2021-05-16,08:47:16
97,106.0,2021-05-16,08:47:20
98,108.0,2021-05-16,08:47:23
99,108.0,2021-05-16,08:47:31
100,109.0,2021-05-16,08:47:35
101,110.0,2021-05-16,08:47:37
102,110.0,2021-05-16,08:47:42
103,110.0,2021-05-16,08:47:47
104,111.0,2021-05-16,08:47:52
