,value,data,startTime
0,93.0,2021-01-16,12:56:32
1,94.0,2021-01-16,12:56:50
2,94.0,2021-01-16,12:56:51
3,95.0,2021-01-16,12:57:00
4,95.0,2021-01-16,12:57:03
5,118.0,2021-01-16,12:57:37
6,119.0,2021-01-16,12:57:41
7,119.0,2021-01-16,12:57:44
8,120.0,2021-01-16,12:57:48
9,124.0,2021-01-16,12:57:55
10,128.0,2021-01-16,12:58:02
11,128.0,2021-01-16,12:58:07
12,128.0,2021-01-16,12:58:08
13,129.0,2021-01-16,12:58:13
14,132.0,2021-01-16,12:58:22
15,132.0,2021-01-16,12:58:27
16,133.0,2021-01-16,12:58:28
17,135.0,2021-01-16,12:58:36
18,135.0,2021-01-16,12:58:40
19,134.0,2021-01-16,12:58:45
20,134.0,2021-01-16,12:58:52
21,135.0,2021-01-16,12:58:56
22,135.0,2021-01-16,12:58:59
23,135.0,2021-01-16,12:59:07
24,136.0,2021-01-16,12:59:10
25,137.0,2021-01-16,12:59:13
26,137.0,2021-01-16,12:59:18
27,135.0,2021-01-16,12:59:24
28,133.0,2021-01-16,12:59:32
29,133.0,2021-01-16,12:59:36
30,133.0,2021-01-16,12:59:38
31,134.0,2021-01-16,12:59:47
32,133.0,2021-01-16,12:59:49
33,135.0,2021-01-16,12:59:53
34,135.0,2021-01-16,13:00:01
35,135.0,2021-01-16,13:00:04
36,132.0,2021-01-16,13:00:12
37,132.0,2021-01-16,13:00:17
38,132.0,2021-01-16,13:00:19
39,132.0,2021-01-16,13:00:26
40,134.0,2021-01-16,13:00:32
41,135.0,2021-01-16,13:00:36
42,133.0,2021-01-16,13:00:38
43,132.0,2021-01-16,13:00:44
44,131.0,2021-01-16,13:00:52
45,132.0,2021-01-16,13:00:57
46,132.0,2021-01-16,13:01:01
47,131.0,2021-01-16,13:01:07
48,130.0,2021-01-16,13:01:08
49,129.0,2021-01-16,13:01:17
50,129.0,2021-01-16,13:01:19
51,128.0,2021-01-16,13:01:27
52,130.0,2021-01-16,13:01:31
53,131.0,2021-01-16,13:01:35
54,131.0,2021-01-16,13:01:38
55,131.0,2021-01-16,13:01:44
56,133.0,2021-01-16,13:01:50
57,134.0,2021-01-16,13:01:55
58,135.0,2021-01-16,13:02:02
59,135.0,2021-01-16,13:02:04
60,136.0,2021-01-16,13:02:08
61,138.0,2021-01-16,13:02:13
62,140.0,2021-01-16,13:02:22
63,140.0,2021-01-16,13:02:23
64,142.0,2021-01-16,13:02:28
65,144.0,2021-01-16,13:02:36
66,144.0,2021-01-16,13:02:40
67,146.0,2021-01-16,13:02:46
68,146.0,2021-01-16,13:02:48
69,147.0,2021-01-16,13:02:57
70,147.0,2021-01-16,13:03:12
71,146.0,2021-01-16,13:03:14
72,144.0,2021-01-16,13:03:22
73,144.0,2021-01-16,13:03:23
74,142.0,2021-01-16,13:03:32
75,141.0,2021-01-16,13:03:36
76,140.0,2021-01-16,13:03:40
77,146.0,2021-01-16,13:03:46
78,146.0,2021-01-16,13:03:48
79,148.0,2021-01-16,13:03:57
80,149.0,2021-01-16,13:03:58
81,149.0,2021-01-16,13:04:03
82,152.0,2021-01-16,13:04:09
83,153.0,2021-01-16,13:04:16
84,154.0,2021-01-16,13:04:18
85,159.0,2021-01-16,13:04:27
86,160.0,2021-01-16,13:04:32
87,160.0,2021-01-16,13:04:36
88,161.0,2021-01-16,13:04:39
89,160.0,2021-01-16,13:04:47
90,161.0,2021-01-16,13:04:52
91,161.0,2021-01-16,13:04:53
92,161.0,2021-01-16,13:05:01
93,161.0,2021-01-16,13:05:04
94,160.0,2021-01-16,13:05:08
95,159.0,2021-01-16,13:05:16
96,156.0,2021-01-16,13:05:20
97,156.0,2021-01-16,13:05:25
98,155.0,2021-01-16,13:05:28
99,154.0,2021-01-16,13:05:37
100,154.0,2021-01-16,13:05:39
101,155.0,2021-01-16,13:05:45
102,156.0,2021-01-16,13:05:48
103,156.0,2021-01-16,13:05:56
104,157.0,2021-01-16,13:06:00
105,158.0,2021-01-16,13:06:06
106,159.0,2021-01-16,13:06:08
107,159.0,2021-01-16,13:06:15
108,159.0,2021-01-16,13:06:20
109,160.0,2021-01-16,13:06:23
110,161.0,2021-01-16,13:06:28
111,162.0,2021-01-16,13:06:36
112,162.0,2021-01-16,13:06:40
113,161.0,2021-01-16,13:06:46
114,161.0,2021-01-16,13:06:48
115,161.0,2021-01-16,13:06:55
116,162.0,2021-01-16,13:07:01
117,162.0,2021-01-16,13:07:05
118,160.0,2021-01-16,13:07:10
119,160.0,2021-01-16,13:07:13
120,160.0,2021-01-16,13:07:22
121,161.0,2021-01-16,13:07:25
122,160.0,2021-01-16,13:07:30
123,159.0,2021-01-16,13:07:37
124,158.0,2021-01-16,13:07:38
125,159.0,2021-01-16,13:07:46
126,158.0,2021-01-16,13:07:52
127,158.0,2021-01-16,13:07:53
128,156.0,2021-01-16,13:08:12
129,156.0,2021-01-16,13:08:15
130,157.0,2021-01-16,13:08:20
131,155.0,2021-01-16,13:08:27
132,155.0,2021-01-16,13:08:31
133,153.0,2021-01-16,13:08:33
134,154.0,2021-01-16,13:08:39
135,155.0,2021-01-16,13:08:46
136,155.0,2021-01-16,13:08:49
137,155.0,2021-01-16,13:08:57
138,155.0,2021-01-16,13:08:58
139,155.0,2021-01-16,13:09:07
140,154.0,2021-01-16,13:09:09
141,154.0,2021-01-16,13:09:13
142,155.0,2021-01-16,13:09:20
143,157.0,2021-01-16,13:09:24
144,157.0,2021-01-16,13:09:32
145,154.0,2021-01-16,13:09:37
146,154.0,2021-01-16,13:09:42
147,153.0,2021-01-16,13:09:45
148,152.0,2021-01-16,13:09:51
149,153.0,2021-01-16,13:09:57
150,153.0,2021-01-16,13:09:58
151,154.0,2021-01-16,13:10:07
152,154.0,2021-01-16,13:10:11
153,154.0,2021-01-16,13:10:15
154,154.0,2021-01-16,13:10:18
155,155.0,2021-01-16,13:10:25
156,156.0,2021-01-16,13:10:28
157,154.0,2021-01-16,13:10:37
158,155.0,2021-01-16,13:10:41
159,155.0,2021-01-16,13:10:47
160,155.0,2021-01-16,13:10:48
161,155.0,2021-01-16,13:10:54
162,157.0,2021-01-16,13:10:58
163,157.0,2021-01-16,13:11:03
164,160.0,2021-01-16,13:11:12
165,160.0,2021-01-16,13:11:14
166,161.0,2021-01-16,13:11:18
167,160.0,2021-01-16,13:11:26
168,159.0,2021-01-16,13:11:31
169,158.0,2021-01-16,13:11:34
170,158.0,2021-01-16,13:11:42
171,158.0,2021-01-16,13:11:43
172,158.0,2021-01-16,13:11:48
173,159.0,2021-01-16,13:11:54
174,158.0,2021-01-16,13:11:58
175,160.0,2021-01-16,13:12:07
176,160.0,2021-01-16,13:12:12
177,159.0,2021-01-16,13:12:16
178,156.0,2021-01-16,13:12:20
179,154.0,2021-01-16,13:12:25
180,156.0,2021-01-16,13:12:32
181,156.0,2021-01-16,13:12:37
182,157.0,2021-01-16,13:12:38
183,155.0,2021-01-16,13:12:45
184,154.0,2021-01-16,13:12:51
185,154.0,2021-01-16,13:12:54
186,155.0,2021-01-16,13:12:59
187,151.0,2021-01-16,13:13:07
188,151.0,2021-01-16,13:13:11
189,150.0,2021-01-16,13:13:14
190,150.0,2021-01-16,13:13:18
191,152.0,2021-01-16,13:13:27
