,value,data,startTime
0,95.0,2021-04-09,16:09:24
1,95.0,2021-04-09,16:09:25
2,90.0,2021-04-09,16:09:34
3,90.0,2021-04-09,16:09:36
4,89.0,2021-04-09,16:09:40
5,90.0,2021-04-09,16:09:45
6,97.0,2021-04-09,16:09:50
7,143.0,2021-04-09,16:13:59
8,132.0,2021-04-09,16:14:04
9,132.0,2021-04-09,16:14:06
10,139.0,2021-04-09,16:14:13
11,139.0,2021-04-09,16:14:15
12,138.0,2021-04-09,16:14:24
13,138.0,2021-04-09,16:14:28
14,133.0,2021-04-09,16:14:34
15,133.0,2021-04-09,16:14:35
16,137.0,2021-04-09,16:14:42
17,134.0,2021-04-09,16:14:46
18,131.0,2021-04-09,16:14:50
19,124.0,2021-04-09,16:14:55
20,106.0,2021-04-09,16:15:04
21,109.0,2021-04-09,16:15:09
22,110.0,2021-04-09,16:15:11
23,112.0,2021-04-09,16:15:16
24,114.0,2021-04-09,16:15:20
25,112.0,2021-04-09,16:15:25
26,122.0,2021-04-09,16:15:34
27,123.0,2021-04-09,16:15:35
28,132.0,2021-04-09,16:15:43
29,136.0,2021-04-09,16:15:48
30,138.0,2021-04-09,16:15:54
31,136.0,2021-04-09,16:15:59
32,138.0,2021-04-09,16:16:01
33,143.0,2021-04-09,16:16:07
34,145.0,2021-04-09,16:16:10
35,148.0,2021-04-09,16:16:19
36,149.0,2021-04-09,16:16:23
37,149.0,2021-04-09,16:16:25
38,151.0,2021-04-09,16:16:34
39,151.0,2021-04-09,16:16:35
40,153.0,2021-04-09,16:16:44
41,152.0,2021-04-09,16:16:57
42,151.0,2021-04-09,16:17:03
43,151.0,2021-04-09,16:17:08
44,152.0,2021-04-09,16:17:11
45,152.0,2021-04-09,16:17:19
46,152.0,2021-04-09,16:17:25
47,153.0,2021-04-09,16:17:32
48,154.0,2021-04-09,16:17:38
49,153.0,2021-04-09,16:17:42
50,154.0,2021-04-09,16:17:46
51,153.0,2021-04-09,16:17:53
52,154.0,2021-04-09,16:17:58
53,153.0,2021-04-09,16:18:05
54,152.0,2021-04-09,16:18:06
55,148.0,2021-04-09,16:18:14
56,148.0,2021-04-09,16:18:19
57,148.0,2021-04-09,16:18:21
58,151.0,2021-04-09,16:18:28
59,151.0,2021-04-09,16:18:34
60,151.0,2021-04-09,16:18:37
61,151.0,2021-04-09,16:18:43
62,152.0,2021-04-09,16:18:49
63,152.0,2021-04-09,16:18:51
64,154.0,2021-04-09,16:19:00
65,154.0,2021-04-09,16:19:02
66,156.0,2021-04-09,16:19:06
67,156.0,2021-04-09,16:19:13
68,157.0,2021-04-09,16:19:16
69,156.0,2021-04-09,16:19:25
70,156.0,2021-04-09,16:19:30
71,156.0,2021-04-09,16:19:32
72,155.0,2021-04-09,16:19:40
73,156.0,2021-04-09,16:19:42
74,155.0,2021-04-09,16:19:50
75,155.0,2021-04-09,16:19:55
76,155.0,2021-04-09,16:19:58
77,155.0,2021-04-09,16:20:01
78,158.0,2021-04-09,16:20:10
79,158.0,2021-04-09,16:20:14
80,158.0,2021-04-09,16:20:19
81,158.0,2021-04-09,16:20:21
82,159.0,2021-04-09,16:20:26
83,159.0,2021-04-09,16:20:31
84,160.0,2021-04-09,16:20:39
85,160.0,2021-04-09,16:20:44
86,160.0,2021-04-09,16:20:46
87,159.0,2021-04-09,16:20:53
88,158.0,2021-04-09,16:21:00
89,158.0,2021-04-09,16:21:03
90,158.0,2021-04-09,16:21:07
91,158.0,2021-04-09,16:21:13
92,159.0,2021-04-09,16:21:16
93,161.0,2021-04-09,16:21:23
94,161.0,2021-04-09,16:21:26
95,161.0,2021-04-09,16:21:31
96,160.0,2021-04-09,16:21:37
97,159.0,2021-04-09,16:21:45
98,158.0,2021-04-09,16:21:50
99,158.0,2021-04-09,16:21:51
100,158.0,2021-04-09,16:21:56
101,162.0,2021-04-09,16:22:05
102,163.0,2021-04-09,16:22:06
103,161.0,2021-04-09,16:22:15
104,160.0,2021-04-09,16:22:20
105,160.0,2021-04-09,16:22:25
106,160.0,2021-04-09,16:22:27
107,161.0,2021-04-09,16:22:35
108,161.0,2021-04-09,16:22:36
109,161.0,2021-04-09,16:22:44
110,163.0,2021-04-09,16:22:46
111,165.0,2021-04-09,16:22:55
112,166.0,2021-04-09,16:22:59
113,165.0,2021-04-09,16:23:15
114,165.0,2021-04-09,16:23:16
115,163.0,2021-04-09,16:23:32
116,163.0,2021-04-09,16:23:36
117,161.0,2021-04-09,16:23:43
118,161.0,2021-04-09,16:23:50
119,160.0,2021-04-09,16:23:53
120,157.0,2021-04-09,16:24:00
121,157.0,2021-04-09,16:24:01
122,156.0,2021-04-09,16:24:07
123,158.0,2021-04-09,16:24:15
124,158.0,2021-04-09,16:24:20
125,158.0,2021-04-09,16:24:21
126,161.0,2021-04-09,16:24:30
127,161.0,2021-04-09,16:24:32
128,161.0,2021-04-09,16:24:36
129,160.0,2021-04-09,16:24:44
130,163.0,2021-04-09,16:24:49
131,162.0,2021-04-09,16:24:53
132,163.0,2021-04-09,16:24:59
133,165.0,2021-04-09,16:25:05
134,166.0,2021-04-09,16:25:09
135,168.0,2021-04-09,16:25:14
136,169.0,2021-04-09,16:25:17
137,169.0,2021-04-09,16:25:21
138,168.0,2021-04-09,16:25:30
139,168.0,2021-04-09,16:25:34
140,169.0,2021-04-09,16:25:36
141,171.0,2021-04-09,16:25:43
142,171.0,2021-04-09,16:25:48
143,171.0,2021-04-09,16:25:51
144,170.0,2021-04-09,16:26:00
145,169.0,2021-04-09,16:26:02
146,167.0,2021-04-09,16:26:10
147,167.0,2021-04-09,16:26:12
148,165.0,2021-04-09,16:26:19
149,167.0,2021-04-09,16:26:25
150,166.0,2021-04-09,16:26:26
151,164.0,2021-04-09,16:26:33
152,165.0,2021-04-09,16:26:36
153,164.0,2021-04-09,16:26:41
154,166.0,2021-04-09,16:26:50
155,165.0,2021-04-09,16:26:55
156,166.0,2021-04-09,16:27:00
157,166.0,2021-04-09,16:27:01
158,165.0,2021-04-09,16:27:10
159,165.0,2021-04-09,16:27:12
160,166.0,2021-04-09,16:27:17
161,165.0,2021-04-09,16:27:23
162,164.0,2021-04-09,16:27:28
163,164.0,2021-04-09,16:27:35
164,163.0,2021-04-09,16:27:38
165,162.0,2021-04-09,16:27:44
166,162.0,2021-04-09,16:27:46
167,161.0,2021-04-09,16:27:51
168,160.0,2021-04-09,16:27:57
169,160.0,2021-04-09,16:28:05
170,160.0,2021-04-09,16:28:10
171,160.0,2021-04-09,16:28:14
172,161.0,2021-04-09,16:28:16
173,159.0,2021-04-09,16:28:22
174,159.0,2021-04-09,16:28:28
175,160.0,2021-04-09,16:28:35
176,161.0,2021-04-09,16:28:40
177,162.0,2021-04-09,16:28:45
178,162.0,2021-04-09,16:28:46
179,161.0,2021-04-09,16:28:51
180,160.0,2021-04-09,16:29:00
181,160.0,2021-04-09,16:29:01
182,160.0,2021-04-09,16:29:08
183,159.0,2021-04-09,16:29:14
184,160.0,2021-04-09,16:29:17
185,161.0,2021-04-09,16:29:25
186,163.0,2021-04-09,16:29:30
187,163.0,2021-04-09,16:29:31
188,162.0,2021-04-09,16:29:39
189,162.0,2021-04-09,16:29:41
190,161.0,2021-04-09,16:29:46
191,162.0,2021-04-09,16:29:54
192,162.0,2021-04-09,16:29:59
193,162.0,2021-04-09,16:30:05
194,162.0,2021-04-09,16:30:08
195,161.0,2021-04-09,16:30:15
196,161.0,2021-04-09,16:30:16
197,160.0,2021-04-09,16:30:21
198,160.0,2021-04-09,16:30:27
199,160.0,2021-04-09,16:30:31
200,160.0,2021-04-09,16:30:38
201,161.0,2021-04-09,16:30:45
202,163.0,2021-04-09,16:30:47
203,164.0,2021-04-09,16:30:55
204,164.0,2021-04-09,16:30:59
205,165.0,2021-04-09,16:31:05
206,164.0,2021-04-09,16:31:06
207,163.0,2021-04-09,16:31:11
208,162.0,2021-04-09,16:31:16
209,163.0,2021-04-09,16:31:25
210,164.0,2021-04-09,16:31:28
211,163.0,2021-04-09,16:31:31
212,164.0,2021-04-09,16:31:39
213,164.0,2021-04-09,16:31:41
214,163.0,2021-04-09,16:31:50
215,162.0,2021-04-09,16:31:51
216,163.0,2021-04-09,16:32:00
217,162.0,2021-04-09,16:32:01
218,162.0,2021-04-09,16:32:07
219,163.0,2021-04-09,16:32:15
220,165.0,2021-04-09,16:32:20
