,value,data,startTime
0,88.0,2020-12-26,09:56:03
1,90.0,2020-12-26,09:56:07
2,91.0,2020-12-26,09:56:09
3,90.0,2020-12-26,09:56:17
4,90.0,2020-12-26,09:56:19
5,90.0,2020-12-26,09:56:28
6,88.0,2020-12-26,09:56:33
7,87.0,2020-12-26,09:56:36
8,89.0,2020-12-26,09:56:39
9,96.0,2020-12-26,09:56:44
10,143.0,2020-12-26,10:03:25
11,140.0,2020-12-26,10:03:32
12,136.0,2020-12-26,10:03:38
13,135.0,2020-12-26,10:03:41
14,135.0,2020-12-26,10:03:47
15,136.0,2020-12-26,10:03:50
16,137.0,2020-12-26,10:03:57
17,139.0,2020-12-26,10:04:01
18,140.0,2020-12-26,10:04:06
19,140.0,2020-12-26,10:04:13
20,142.0,2020-12-26,10:04:15
21,143.0,2020-12-26,10:04:19
22,146.0,2020-12-26,10:04:28
23,146.0,2020-12-26,10:04:29
24,145.0,2020-12-26,10:04:35
25,148.0,2020-12-26,10:04:43
26,148.0,2020-12-26,10:04:44
27,151.0,2020-12-26,10:04:51
28,153.0,2020-12-26,10:04:57
29,153.0,2020-12-26,10:05:03
30,155.0,2020-12-26,10:05:06
31,155.0,2020-12-26,10:05:09
32,154.0,2020-12-26,10:05:14
33,154.0,2020-12-26,10:05:22
34,153.0,2020-12-26,10:05:28
35,153.0,2020-12-26,10:05:30
36,149.0,2020-12-26,10:05:38
37,147.0,2020-12-26,10:05:43
38,148.0,2020-12-26,10:05:44
39,149.0,2020-12-26,10:05:50
40,150.0,2020-12-26,10:05:55
41,149.0,2020-12-26,10:06:03
42,149.0,2020-12-26,10:06:05
43,149.0,2020-12-26,10:06:12
44,151.0,2020-12-26,10:06:18
45,151.0,2020-12-26,10:06:21
46,152.0,2020-12-26,10:06:25
47,150.0,2020-12-26,10:06:33
48,150.0,2020-12-26,10:06:37
49,150.0,2020-12-26,10:06:41
50,150.0,2020-12-26,10:06:44
51,151.0,2020-12-26,10:06:53
52,150.0,2020-12-26,10:06:58
53,150.0,2020-12-26,10:07:02
54,151.0,2020-12-26,10:07:04
55,152.0,2020-12-26,10:07:10
56,153.0,2020-12-26,10:07:16
57,153.0,2020-12-26,10:07:23
58,152.0,2020-12-26,10:07:26
59,151.0,2020-12-26,10:07:29
60,147.0,2020-12-26,10:07:38
61,148.0,2020-12-26,10:07:42
