,value,data,startTime
0,140.0,2021-03-01,19:28:54
1,140.0,2021-03-01,19:28:57
2,140.0,2021-03-01,19:29:02
3,140.0,2021-03-01,19:29:06
4,138.0,2021-03-01,19:29:13
5,138.0,2021-03-01,19:29:17
6,138.0,2021-03-01,19:29:20
7,138.0,2021-03-01,19:29:29
8,138.0,2021-03-01,19:29:32
9,140.0,2021-03-01,19:29:39
10,138.0,2021-03-01,19:29:43
11,139.0,2021-03-01,19:29:49
12,140.0,2021-03-01,19:29:51
13,140.0,2021-03-01,19:29:59
14,137.0,2021-03-01,19:30:04
15,135.0,2021-03-01,19:30:09
16,133.0,2021-03-01,19:30:14
17,133.0,2021-03-01,19:30:19
18,133.0,2021-03-01,19:30:20
19,131.0,2021-03-01,19:30:25
20,130.0,2021-03-01,19:30:30
21,133.0,2021-03-01,19:30:39
22,134.0,2021-03-01,19:30:43
23,134.0,2021-03-01,19:30:45
24,135.0,2021-03-01,19:30:50
25,138.0,2021-03-01,19:30:55
26,141.0,2021-03-01,19:31:03
27,142.0,2021-03-01,19:31:05
28,143.0,2021-03-01,19:31:10
29,145.0,2021-03-01,19:31:19
30,144.0,2021-03-01,19:31:20
31,147.0,2021-03-01,19:31:26
32,147.0,2021-03-01,19:31:30
33,149.0,2021-03-01,19:31:39
34,149.0,2021-03-01,19:31:44
35,150.0,2021-03-01,19:31:48
36,149.0,2021-03-01,19:31:51
37,150.0,2021-03-01,19:31:56
38,149.0,2021-03-01,19:32:01
39,150.0,2021-03-01,19:32:05
40,149.0,2021-03-01,19:32:11
41,149.0,2021-03-01,19:32:17
42,149.0,2021-03-01,19:32:24
43,149.0,2021-03-01,19:32:27
44,149.0,2021-03-01,19:32:33
45,149.0,2021-03-01,19:32:37
46,149.0,2021-03-01,19:32:41
47,148.0,2021-03-01,19:32:49
48,146.0,2021-03-01,19:32:54
49,145.0,2021-03-01,19:32:57
50,146.0,2021-03-01,19:33:02
51,145.0,2021-03-01,19:33:05
52,146.0,2021-03-01,19:33:14
53,146.0,2021-03-01,19:33:15
54,144.0,2021-03-01,19:33:20
55,139.0,2021-03-01,19:33:28
56,139.0,2021-03-01,19:33:32
57,140.0,2021-03-01,19:33:39
58,141.0,2021-03-01,19:33:44
59,141.0,2021-03-01,19:33:46
60,140.0,2021-03-01,19:33:50
61,141.0,2021-03-01,19:33:55
62,141.0,2021-03-01,19:34:03
63,142.0,2021-03-01,19:34:09
64,143.0,2021-03-01,19:34:13
65,144.0,2021-03-01,19:34:17
66,145.0,2021-03-01,19:34:22
67,145.0,2021-03-01,19:34:28
68,144.0,2021-03-01,19:34:32
69,144.0,2021-03-01,19:34:38
70,145.0,2021-03-01,19:34:43
71,145.0,2021-03-01,19:34:49
72,144.0,2021-03-01,19:34:51
73,145.0,2021-03-01,19:34:56
74,144.0,2021-03-01,19:35:04
75,145.0,2021-03-01,19:35:08
76,144.0,2021-03-01,19:35:11
77,144.0,2021-03-01,19:35:16
78,146.0,2021-03-01,19:35:21
79,146.0,2021-03-01,19:35:26
80,146.0,2021-03-01,19:35:31
81,146.0,2021-03-01,19:35:35
82,146.0,2021-03-01,19:35:41
83,146.0,2021-03-01,19:35:46
84,147.0,2021-03-01,19:35:52
85,148.0,2021-03-01,19:35:58
86,148.0,2021-03-01,19:36:04
87,148.0,2021-03-01,19:36:08
88,150.0,2021-03-01,19:36:11
89,150.0,2021-03-01,19:36:17
90,149.0,2021-03-01,19:36:23
91,149.0,2021-03-01,19:36:28
92,149.0,2021-03-01,19:36:32
93,150.0,2021-03-01,19:36:39
94,150.0,2021-03-01,19:36:40
95,150.0,2021-03-01,19:36:46
96,152.0,2021-03-01,19:36:50
97,151.0,2021-03-01,19:36:56
98,152.0,2021-03-01,19:37:00
99,152.0,2021-03-01,19:37:05
100,152.0,2021-03-01,19:37:12
101,149.0,2021-03-01,19:37:18
102,149.0,2021-03-01,19:37:22
103,150.0,2021-03-01,19:37:28
104,150.0,2021-03-01,19:37:30
105,151.0,2021-03-01,19:37:39
106,151.0,2021-03-01,19:37:40
107,152.0,2021-03-01,19:37:47
108,153.0,2021-03-01,19:37:52
109,154.0,2021-03-01,19:37:55
110,155.0,2021-03-01,19:38:00
111,158.0,2021-03-01,19:38:05
112,157.0,2021-03-01,19:38:10
113,158.0,2021-03-01,19:38:16
114,157.0,2021-03-01,19:38:23
115,157.0,2021-03-01,19:38:26
116,157.0,2021-03-01,19:38:30
117,157.0,2021-03-01,19:38:35
118,160.0,2021-03-01,19:38:44
119,160.0,2021-03-01,19:38:47
120,159.0,2021-03-01,19:38:51
121,158.0,2021-03-01,19:38:56
122,155.0,2021-03-01,19:39:04
123,156.0,2021-03-01,19:39:08
124,158.0,2021-03-01,19:39:11
125,156.0,2021-03-01,19:39:17
126,154.0,2021-03-01,19:39:22
127,153.0,2021-03-01,19:39:28
128,151.0,2021-03-01,19:39:34
129,151.0,2021-03-01,19:39:35
130,149.0,2021-03-01,19:39:41
131,148.0,2021-03-01,19:39:49
132,148.0,2021-03-01,19:39:50
133,150.0,2021-03-01,19:39:58
134,151.0,2021-03-01,19:40:02
135,150.0,2021-03-01,19:40:09
136,151.0,2021-03-01,19:40:11
137,151.0,2021-03-01,19:40:16
138,150.0,2021-03-01,19:40:20
139,152.0,2021-03-01,19:40:25
140,154.0,2021-03-01,19:40:34
141,155.0,2021-03-01,19:40:38
142,157.0,2021-03-01,19:40:40
143,159.0,2021-03-01,19:40:46
144,164.0,2021-03-01,19:40:54
145,164.0,2021-03-01,19:40:59
146,166.0,2021-03-01,19:41:01
147,166.0,2021-03-01,19:41:08
148,165.0,2021-03-01,19:41:10
149,167.0,2021-03-01,19:41:18
150,165.0,2021-03-01,19:41:20
151,168.0,2021-03-01,19:41:29
152,168.0,2021-03-01,19:41:32
153,167.0,2021-03-01,19:41:39
154,166.0,2021-03-01,19:41:44
155,165.0,2021-03-01,19:41:46
156,163.0,2021-03-01,19:41:52
157,161.0,2021-03-01,19:41:59
158,161.0,2021-03-01,19:42:00
159,160.0,2021-03-01,19:42:05
160,161.0,2021-03-01,19:42:11
161,159.0,2021-03-01,19:42:16
162,158.0,2021-03-01,19:42:20
163,155.0,2021-03-01,19:42:27
164,159.0,2021-03-01,19:42:34
165,158.0,2021-03-01,19:42:37
166,157.0,2021-03-01,19:42:40
167,155.0,2021-03-01,19:42:46
168,155.0,2021-03-01,19:42:54
169,153.0,2021-03-01,19:42:58
170,153.0,2021-03-01,19:43:04
171,153.0,2021-03-01,19:43:09
172,153.0,2021-03-01,19:43:10
173,152.0,2021-03-01,19:43:17
