,value,data,startTime
0,82.0,2021-03-31,17:52:42
1,93.0,2021-03-31,17:53:02
2,93.0,2021-03-31,17:53:03
3,91.0,2021-03-31,17:53:10
4,92.0,2021-03-31,17:53:14
5,91.0,2021-03-31,17:53:22
6,92.0,2021-03-31,17:53:27
7,91.0,2021-03-31,17:53:31
8,91.0,2021-03-31,17:53:33
9,91.0,2021-03-31,17:53:41
10,92.0,2021-03-31,17:53:44
11,94.0,2021-03-31,17:53:52
12,94.0,2021-03-31,17:53:55
13,95.0,2021-03-31,17:53:58
14,95.0,2021-03-31,17:54:07
15,96.0,2021-03-31,17:54:08
16,96.0,2021-03-31,17:54:13
17,94.0,2021-03-31,17:54:22
18,94.0,2021-03-31,17:54:24
19,93.0,2021-03-31,17:54:32
20,93.0,2021-03-31,17:54:33
21,93.0,2021-03-31,17:54:39
22,93.0,2021-03-31,17:54:43
23,93.0,2021-03-31,17:54:50
24,93.0,2021-03-31,17:54:53
25,94.0,2021-03-31,17:54:58
26,93.0,2021-03-31,17:55:07
27,93.0,2021-03-31,17:55:08
28,93.0,2021-03-31,17:55:17
29,93.0,2021-03-31,17:55:18
30,93.0,2021-03-31,17:55:23
31,93.0,2021-03-31,17:55:30
32,92.0,2021-03-31,17:55:33
33,93.0,2021-03-31,17:55:39
34,94.0,2021-03-31,17:55:43
35,94.0,2021-03-31,17:55:52
36,95.0,2021-03-31,17:55:57
37,98.0,2021-03-31,17:56:02
38,96.0,2021-03-31,17:56:03
39,97.0,2021-03-31,17:56:09
40,97.0,2021-03-31,17:56:15
41,97.0,2021-03-31,17:56:22
42,97.0,2021-03-31,17:56:24
43,97.0,2021-03-31,17:56:31
44,97.0,2021-03-31,17:56:37
45,95.0,2021-03-31,17:56:40
46,96.0,2021-03-31,17:56:43
47,97.0,2021-03-31,17:56:48
48,98.0,2021-03-31,17:56:57
49,94.0,2021-03-31,17:57:01
50,93.0,2021-03-31,17:57:07
51,93.0,2021-03-31,17:57:08
52,92.0,2021-03-31,17:57:13
53,90.0,2021-03-31,17:57:21
54,90.0,2021-03-31,17:57:27
55,91.0,2021-03-31,17:57:32
56,90.0,2021-03-31,17:57:35
57,88.0,2021-03-31,17:57:38
58,88.0,2021-03-31,17:57:43
59,87.0,2021-03-31,17:57:49
60,88.0,2021-03-31,17:57:55
61,91.0,2021-03-31,17:58:02
62,91.0,2021-03-31,17:58:04
63,92.0,2021-03-31,17:58:10
64,92.0,2021-03-31,17:58:14
65,93.0,2021-03-31,17:58:18
66,95.0,2021-03-31,17:58:23
67,96.0,2021-03-31,17:58:29
68,97.0,2021-03-31,17:58:33
69,97.0,2021-03-31,17:58:42
70,102.0,2021-03-31,17:58:57
71,105.0,2021-03-31,17:59:00
72,104.0,2021-03-31,17:59:03
73,105.0,2021-03-31,17:59:09
74,105.0,2021-03-31,17:59:14
75,106.0,2021-03-31,17:59:19
76,107.0,2021-03-31,17:59:25
77,108.0,2021-03-31,17:59:32
78,107.0,2021-03-31,17:59:37
79,103.0,2021-03-31,17:59:42
80,103.0,2021-03-31,17:59:43
81,105.0,2021-03-31,17:59:51
82,102.0,2021-03-31,17:59:57
83,102.0,2021-03-31,18:00:00
84,101.0,2021-03-31,18:00:03
85,96.0,2021-03-31,18:00:10
86,96.0,2021-03-31,18:00:13
87,96.0,2021-03-31,18:00:18
88,97.0,2021-03-31,18:00:23
89,99.0,2021-03-31,18:00:30
90,100.0,2021-03-31,18:00:37
91,100.0,2021-03-31,18:00:41
92,99.0,2021-03-31,18:00:43
93,99.0,2021-03-31,18:00:48
94,102.0,2021-03-31,18:00:57
95,102.0,2021-03-31,18:00:59
96,101.0,2021-03-31,18:01:04
97,102.0,2021-03-31,18:01:08
98,103.0,2021-03-31,18:01:14
99,103.0,2021-03-31,18:01:22
100,104.0,2021-03-31,18:01:25
101,103.0,2021-03-31,18:01:32
102,103.0,2021-03-31,18:01:37
