,value,data,startTime
0,86.0,2021-02-19,17:53:40
1,86.0,2021-02-19,17:53:43
2,85.0,2021-02-19,17:53:46
3,78.0,2021-02-19,17:53:54
4,76.0,2021-02-19,17:53:59
5,74.0,2021-02-19,17:54:04
6,74.0,2021-02-19,17:54:05
7,81.0,2021-02-19,17:54:20
8,84.0,2021-02-19,17:54:25
9,87.0,2021-02-19,17:54:30
10,90.0,2021-02-19,17:54:37
11,89.0,2021-02-19,17:54:44
12,89.0,2021-02-19,17:54:48
13,88.0,2021-02-19,17:54:50
14,94.0,2021-02-19,17:54:55
15,134.0,2021-02-19,17:55:43
16,134.0,2021-02-19,17:55:46
17,135.0,2021-02-19,17:55:59
18,128.0,2021-02-19,17:56:04
19,127.0,2021-02-19,17:56:05
20,128.0,2021-02-19,17:56:13
21,129.0,2021-02-19,17:56:15
22,130.0,2021-02-19,17:56:21
23,131.0,2021-02-19,17:56:25
24,131.0,2021-02-19,17:56:34
25,129.0,2021-02-19,17:56:38
26,130.0,2021-02-19,17:56:41
27,131.0,2021-02-19,17:56:45
28,132.0,2021-02-19,17:56:54
29,133.0,2021-02-19,17:56:57
30,134.0,2021-02-19,17:57:00
31,135.0,2021-02-19,17:57:05
32,135.0,2021-02-19,17:57:11
33,134.0,2021-02-19,17:57:18
34,135.0,2021-02-19,17:57:20
35,135.0,2021-02-19,17:57:29
36,135.0,2021-02-19,17:57:33
37,135.0,2021-02-19,17:57:37
38,136.0,2021-02-19,17:57:43
39,136.0,2021-02-19,17:57:46
40,137.0,2021-02-19,17:57:51
41,136.0,2021-02-19,17:57:56
42,135.0,2021-02-19,17:58:04
43,135.0,2021-02-19,17:58:05
44,136.0,2021-02-19,17:58:12
45,136.0,2021-02-19,17:58:16
46,136.0,2021-02-19,17:58:21
47,136.0,2021-02-19,17:58:28
48,136.0,2021-02-19,17:58:31
49,137.0,2021-02-19,17:58:39
50,137.0,2021-02-19,17:58:40
51,138.0,2021-02-19,17:58:45
52,139.0,2021-02-19,17:58:54
53,139.0,2021-02-19,17:58:55
54,140.0,2021-02-19,17:59:04
55,140.0,2021-02-19,17:59:05
56,138.0,2021-02-19,17:59:13
57,138.0,2021-02-19,17:59:15
58,138.0,2021-02-19,17:59:20
59,137.0,2021-02-19,17:59:29
60,137.0,2021-02-19,17:59:32
61,136.0,2021-02-19,17:59:36
62,137.0,2021-02-19,17:59:40
63,137.0,2021-02-19,17:59:45
64,137.0,2021-02-19,17:59:52
65,136.0,2021-02-19,17:59:59
66,135.0,2021-02-19,18:00:01
67,135.0,2021-02-19,18:00:07
68,135.0,2021-02-19,18:00:12
69,136.0,2021-02-19,18:00:16
70,136.0,2021-02-19,18:00:21
71,137.0,2021-02-19,18:00:27
72,137.0,2021-02-19,18:00:32
73,138.0,2021-02-19,18:00:35
74,139.0,2021-02-19,18:00:44
75,140.0,2021-02-19,18:00:49
76,140.0,2021-02-19,18:00:50
77,141.0,2021-02-19,18:00:56
78,140.0,2021-02-19,18:01:04
79,140.0,2021-02-19,18:01:09
80,141.0,2021-02-19,18:01:11
81,141.0,2021-02-19,18:01:19
82,141.0,2021-02-19,18:01:22
83,142.0,2021-02-19,18:01:26
84,143.0,2021-02-19,18:01:30
85,143.0,2021-02-19,18:01:35
86,144.0,2021-02-19,18:01:44
87,145.0,2021-02-19,18:01:48
88,145.0,2021-02-19,18:01:52
89,145.0,2021-02-19,18:01:57
90,146.0,2021-02-19,18:02:03
91,146.0,2021-02-19,18:02:05
92,146.0,2021-02-19,18:02:11
93,146.0,2021-02-19,18:02:19
94,146.0,2021-02-19,18:02:20
95,147.0,2021-02-19,18:02:26
96,147.0,2021-02-19,18:02:31
97,148.0,2021-02-19,18:02:36
98,149.0,2021-02-19,18:02:44
99,149.0,2021-02-19,18:02:45
100,149.0,2021-02-19,18:02:50
101,151.0,2021-02-19,18:02:57
102,151.0,2021-02-19,18:03:04
103,153.0,2021-02-19,18:03:09
104,153.0,2021-02-19,18:03:10
105,153.0,2021-02-19,18:03:15
106,153.0,2021-02-19,18:03:21
107,153.0,2021-02-19,18:03:28
108,154.0,2021-02-19,18:03:34
109,154.0,2021-02-19,18:03:37
110,155.0,2021-02-19,18:03:41
111,156.0,2021-02-19,18:03:46
112,156.0,2021-02-19,18:03:53
113,157.0,2021-02-19,18:03:59
114,158.0,2021-02-19,18:04:01
115,158.0,2021-02-19,18:04:08
116,159.0,2021-02-19,18:04:14
117,159.0,2021-02-19,18:04:15
118,159.0,2021-02-19,18:04:21
119,159.0,2021-02-19,18:04:29
120,159.0,2021-02-19,18:04:34
121,159.0,2021-02-19,18:04:39
122,160.0,2021-02-19,18:04:44
123,162.0,2021-02-19,18:04:49
124,161.0,2021-02-19,18:04:53
125,162.0,2021-02-19,18:04:59
126,162.0,2021-02-19,18:05:04
127,162.0,2021-02-19,18:05:07
128,162.0,2021-02-19,18:05:10
129,164.0,2021-02-19,18:05:19
130,165.0,2021-02-19,18:05:21
131,162.0,2021-02-19,18:05:29
132,162.0,2021-02-19,18:05:32
133,163.0,2021-02-19,18:05:37
134,166.0,2021-02-19,18:05:41
135,165.0,2021-02-19,18:05:46
136,164.0,2021-02-19,18:05:51
137,164.0,2021-02-19,18:05:55
138,167.0,2021-02-19,18:06:04
139,168.0,2021-02-19,18:06:06
140,169.0,2021-02-19,18:06:11
141,166.0,2021-02-19,18:06:16
142,168.0,2021-02-19,18:06:24
143,168.0,2021-02-19,18:06:28
144,168.0,2021-02-19,18:06:34
145,167.0,2021-02-19,18:06:35
146,167.0,2021-02-19,18:06:42
147,167.0,2021-02-19,18:06:45
148,167.0,2021-02-19,18:06:54
149,165.0,2021-02-19,18:06:59
150,164.0,2021-02-19,18:07:00
151,164.0,2021-02-19,18:07:08
152,164.0,2021-02-19,18:07:13
153,165.0,2021-02-19,18:07:16
154,162.0,2021-02-19,18:07:24
155,162.0,2021-02-19,18:07:26
156,164.0,2021-02-19,18:07:32
157,162.0,2021-02-19,18:07:36
158,163.0,2021-02-19,18:07:43
159,162.0,2021-02-19,18:07:46
160,161.0,2021-02-19,18:07:54
161,163.0,2021-02-19,18:07:58
162,162.0,2021-02-19,18:08:01
163,162.0,2021-02-19,18:08:09
164,163.0,2021-02-19,18:08:11
165,162.0,2021-02-19,18:08:17
166,163.0,2021-02-19,18:08:21
167,165.0,2021-02-19,18:08:25
168,164.0,2021-02-19,18:08:32
169,163.0,2021-02-19,18:08:36
170,164.0,2021-02-19,18:08:42
171,163.0,2021-02-19,18:08:47
172,163.0,2021-02-19,18:08:54
173,165.0,2021-02-19,18:08:59
174,166.0,2021-02-19,18:09:02
175,166.0,2021-02-19,18:09:09
176,166.0,2021-02-19,18:09:10
177,166.0,2021-02-19,18:09:17
178,166.0,2021-02-19,18:09:22
179,165.0,2021-02-19,18:09:27
180,165.0,2021-02-19,18:09:32
181,167.0,2021-02-19,18:09:38
182,167.0,2021-02-19,18:09:42
183,166.0,2021-02-19,18:09:45
184,166.0,2021-02-19,18:09:50
185,166.0,2021-02-19,18:09:58
186,166.0,2021-02-19,18:10:04
187,167.0,2021-02-19,18:10:05
188,167.0,2021-02-19,18:10:13
189,167.0,2021-02-19,18:10:18
190,167.0,2021-02-19,18:10:20
191,167.0,2021-02-19,18:10:28
192,166.0,2021-02-19,18:10:33
193,165.0,2021-02-19,18:10:35
194,167.0,2021-02-19,18:10:43
195,166.0,2021-02-19,18:10:47
196,166.0,2021-02-19,18:10:51
197,167.0,2021-02-19,18:10:58
198,167.0,2021-02-19,18:11:01
199,165.0,2021-02-19,18:11:06
200,166.0,2021-02-19,18:11:14
201,166.0,2021-02-19,18:11:16
202,166.0,2021-02-19,18:11:23
203,166.0,2021-02-19,18:11:26
204,165.0,2021-02-19,18:11:32
205,165.0,2021-02-19,18:11:35
206,166.0,2021-02-19,18:11:42
207,166.0,2021-02-19,18:11:45
208,167.0,2021-02-19,18:11:50
209,167.0,2021-02-19,18:11:59
210,169.0,2021-02-19,18:12:04
211,168.0,2021-02-19,18:12:08
212,168.0,2021-02-19,18:12:14
213,168.0,2021-02-19,18:12:19
214,168.0,2021-02-19,18:12:24
215,168.0,2021-02-19,18:12:29
216,167.0,2021-02-19,18:12:31
217,168.0,2021-02-19,18:12:39
218,167.0,2021-02-19,18:12:44
219,167.0,2021-02-19,18:12:49
220,167.0,2021-02-19,18:12:52
221,167.0,2021-02-19,18:12:55
222,167.0,2021-02-19,18:13:01
223,167.0,2021-02-19,18:13:09
224,167.0,2021-02-19,18:13:14
225,166.0,2021-02-19,18:13:18
226,166.0,2021-02-19,18:13:20
227,169.0,2021-02-19,18:13:29
228,169.0,2021-02-19,18:13:34
229,169.0,2021-02-19,18:13:39
230,168.0,2021-02-19,18:13:40
231,169.0,2021-02-19,18:13:49
232,168.0,2021-02-19,18:13:52
233,169.0,2021-02-19,18:13:55
234,169.0,2021-02-19,18:14:03
235,169.0,2021-02-19,18:14:05
236,170.0,2021-02-19,18:14:14
237,170.0,2021-02-19,18:14:16
238,169.0,2021-02-19,18:14:21
239,169.0,2021-02-19,18:14:29
240,168.0,2021-02-19,18:14:34
241,169.0,2021-02-19,18:14:37
242,171.0,2021-02-19,18:14:42
243,173.0,2021-02-19,18:14:46
244,173.0,2021-02-19,18:14:50
245,172.0,2021-02-19,18:14:58
246,172.0,2021-02-19,18:15:01
247,171.0,2021-02-19,18:15:05
248,170.0,2021-02-19,18:15:13
249,171.0,2021-02-19,18:15:15
250,173.0,2021-02-19,18:15:20
251,175.0,2021-02-19,18:15:29
252,174.0,2021-02-19,18:15:30
253,174.0,2021-02-19,18:15:39
254,174.0,2021-02-19,18:15:40
255,175.0,2021-02-19,18:15:46
256,174.0,2021-02-19,18:15:53
257,175.0,2021-02-19,18:15:57
258,176.0,2021-02-19,18:16:04
259,176.0,2021-02-19,18:16:05
260,175.0,2021-02-19,18:16:14
261,175.0,2021-02-19,18:16:19
262,175.0,2021-02-19,18:16:20
263,174.0,2021-02-19,18:16:28
264,174.0,2021-02-19,18:16:30
265,174.0,2021-02-19,18:16:36
266,175.0,2021-02-19,18:16:44
267,175.0,2021-02-19,18:16:46
268,175.0,2021-02-19,18:16:51
269,176.0,2021-02-19,18:16:59
270,176.0,2021-02-19,18:17:01
271,176.0,2021-02-19,18:17:08
272,175.0,2021-02-19,18:17:11
273,175.0,2021-02-19,18:17:15
274,174.0,2021-02-19,18:17:24
275,174.0,2021-02-19,18:17:25
276,174.0,2021-02-19,18:17:30
