,value,data,startTime
0,118.0,2021-01-08,17:13:34
1,121.0,2021-01-08,17:13:35
2,79.0,2021-01-08,17:14:54
3,79.0,2021-01-08,17:14:59
4,82.0,2021-01-08,17:15:03
5,82.0,2021-01-08,17:15:05
6,84.0,2021-01-08,17:15:10
7,81.0,2021-01-08,17:15:18
8,85.0,2021-01-08,17:15:23
9,85.0,2021-01-08,17:15:27
10,85.0,2021-01-08,17:15:30
11,84.0,2021-01-08,17:15:39
12,136.0,2021-01-08,17:22:21
13,137.0,2021-01-08,17:22:24
14,137.0,2021-01-08,17:22:33
15,138.0,2021-01-08,17:22:38
16,138.0,2021-01-08,17:22:39
17,141.0,2021-01-08,17:22:48
18,141.0,2021-01-08,17:22:50
19,142.0,2021-01-08,17:22:55
20,144.0,2021-01-08,17:23:01
21,141.0,2021-01-08,17:23:08
22,143.0,2021-01-08,17:23:12
23,143.0,2021-01-08,17:23:15
24,144.0,2021-01-08,17:23:19
25,141.0,2021-01-08,17:23:27
26,140.0,2021-01-08,17:23:33
27,140.0,2021-01-08,17:23:37
28,142.0,2021-01-08,17:23:43
29,142.0,2021-01-08,17:23:44
30,142.0,2021-01-08,17:23:52
31,141.0,2021-01-08,17:23:55
32,141.0,2021-01-08,17:24:03
33,140.0,2021-01-08,17:24:04
34,139.0,2021-01-08,17:24:09
35,140.0,2021-01-08,17:24:18
36,140.0,2021-01-08,17:24:23
37,140.0,2021-01-08,17:24:28
38,141.0,2021-01-08,17:24:30
39,142.0,2021-01-08,17:24:38
40,141.0,2021-01-08,17:24:43
41,142.0,2021-01-08,17:24:45
42,143.0,2021-01-08,17:24:49
43,142.0,2021-01-08,17:24:54
44,143.0,2021-01-08,17:25:03
45,143.0,2021-01-08,17:25:08
46,143.0,2021-01-08,17:25:12
47,144.0,2021-01-08,17:25:15
48,144.0,2021-01-08,17:25:21
49,144.0,2021-01-08,17:25:28
50,144.0,2021-01-08,17:25:32
51,144.0,2021-01-08,17:25:34
52,143.0,2021-01-08,17:25:39
53,144.0,2021-01-08,17:25:44
54,144.0,2021-01-08,17:25:51
55,144.0,2021-01-08,17:25:57
56,145.0,2021-01-08,17:26:00
57,145.0,2021-01-08,17:26:04
58,145.0,2021-01-08,17:26:13
59,146.0,2021-01-08,17:26:18
60,146.0,2021-01-08,17:26:20
61,146.0,2021-01-08,17:26:28
62,144.0,2021-01-08,17:26:33
63,144.0,2021-01-08,17:26:34
64,146.0,2021-01-08,17:26:43
65,146.0,2021-01-08,17:26:45
66,147.0,2021-01-08,17:26:50
67,146.0,2021-01-08,17:26:56
68,155.0,2021-01-08,17:27:03
69,153.0,2021-01-08,17:27:08
70,153.0,2021-01-08,17:27:10
71,148.0,2021-01-08,17:27:18
72,146.0,2021-01-08,17:27:22
