,value,data,startTime
0,110.0,2021-01-02,13:50:14
1,111.0,2021-01-02,13:50:18
2,112.0,2021-01-02,13:50:20
3,115.0,2021-01-02,13:50:27
4,116.0,2021-01-02,13:50:30
5,118.0,2021-01-02,13:50:36
6,122.0,2021-01-02,13:50:44
7,123.0,2021-01-02,13:50:49
8,124.0,2021-01-02,13:50:51
9,126.0,2021-01-02,13:50:56
10,128.0,2021-01-02,13:51:02
11,128.0,2021-01-02,13:51:07
12,129.0,2021-01-02,13:51:13
13,130.0,2021-01-02,13:51:15
14,131.0,2021-01-02,13:51:22
15,132.0,2021-01-02,13:51:25
16,134.0,2021-01-02,13:51:32
17,133.0,2021-01-02,13:51:39
18,132.0,2021-01-02,13:51:43
19,131.0,2021-01-02,13:51:47
20,131.0,2021-01-02,13:51:53
21,132.0,2021-01-02,13:51:55
22,132.0,2021-01-02,13:52:02
23,133.0,2021-01-02,13:52:07
24,134.0,2021-01-02,13:52:13
25,134.0,2021-01-02,13:52:15
26,134.0,2021-01-02,13:52:22
27,135.0,2021-01-02,13:52:25
28,136.0,2021-01-02,13:52:33
29,137.0,2021-01-02,13:52:37
30,138.0,2021-01-02,13:52:44
31,139.0,2021-01-02,13:52:47
32,139.0,2021-01-02,13:52:53
33,140.0,2021-01-02,13:52:56
34,140.0,2021-01-02,13:53:02
35,140.0,2021-01-02,13:53:07
36,141.0,2021-01-02,13:53:14
37,141.0,2021-01-02,13:53:15
38,140.0,2021-01-02,13:53:20
39,138.0,2021-01-02,13:53:28
40,137.0,2021-01-02,13:53:31
41,138.0,2021-01-02,13:53:38
42,138.0,2021-01-02,13:53:43
43,138.0,2021-01-02,13:53:49
44,138.0,2021-01-02,13:53:51
45,137.0,2021-01-02,13:53:58
46,136.0,2021-01-02,13:54:04
47,136.0,2021-01-02,13:54:06
48,133.0,2021-01-02,13:54:10
49,129.0,2021-01-02,13:54:15
50,127.0,2021-01-02,13:54:22
51,126.0,2021-01-02,13:54:26
52,126.0,2021-01-02,13:54:33
53,124.0,2021-01-02,13:54:36
54,117.0,2021-01-02,13:54:44
55,113.0,2021-01-02,13:54:48
56,112.0,2021-01-02,13:54:53
57,106.0,2021-01-02,13:54:59
58,106.0,2021-01-02,13:55:02
59,107.0,2021-01-02,13:55:07
60,106.0,2021-01-02,13:55:10
61,107.0,2021-01-02,13:55:17
62,101.0,2021-01-02,13:55:24
63,101.0,2021-01-02,13:55:27
64,98.0,2021-01-02,13:55:33
65,98.0,2021-01-02,13:55:38
66,98.0,2021-01-02,13:55:40
67,97.0,2021-01-02,13:55:46
68,94.0,2021-01-02,13:55:53
69,97.0,2021-01-02,13:55:59
70,96.0,2021-01-02,13:56:04
71,99.0,2021-01-02,13:56:09
72,98.0,2021-01-02,13:56:10
73,98.0,2021-01-02,13:56:16
74,100.0,2021-01-02,13:56:20
75,93.0,2021-01-02,13:56:27
76,96.0,2021-01-02,13:56:34
77,95.0,2021-01-02,13:56:37
78,99.0,2021-01-02,13:56:41
79,94.0,2021-01-02,13:56:49
80,95.0,2021-01-02,13:56:50
81,95.0,2021-01-02,13:56:59
82,97.0,2021-01-02,13:57:04
83,97.0,2021-01-02,13:57:06
84,94.0,2021-01-02,13:57:12
85,95.0,2021-01-02,13:57:19
86,94.0,2021-01-02,13:57:21
