,value,data,startTime
0,74.0,2021-03-04,18:34:04
1,72.0,2021-03-04,18:34:09
2,71.0,2021-03-04,18:34:11
3,73.0,2021-03-04,18:34:19
4,73.0,2021-03-04,18:34:21
5,79.0,2021-03-04,18:34:25
6,106.0,2021-03-04,18:34:43
7,112.0,2021-03-04,18:34:49
8,113.0,2021-03-04,18:34:51
9,116.0,2021-03-04,18:34:58
10,113.0,2021-03-04,18:35:00
11,114.0,2021-03-04,18:35:09
12,115.0,2021-03-04,18:35:10
13,121.0,2021-03-04,18:35:19
14,121.0,2021-03-04,18:35:21
15,122.0,2021-03-04,18:35:25
16,122.0,2021-03-04,18:35:34
17,123.0,2021-03-04,18:35:36
18,122.0,2021-03-04,18:35:41
19,122.0,2021-03-04,18:35:45
20,123.0,2021-03-04,18:35:52
21,125.0,2021-03-04,18:35:56
22,124.0,2021-03-04,18:36:03
23,125.0,2021-03-04,18:36:07
24,124.0,2021-03-04,18:36:11
25,124.0,2021-03-04,18:36:15
26,124.0,2021-03-04,18:36:23
27,124.0,2021-03-04,18:36:29
28,125.0,2021-03-04,18:36:31
29,127.0,2021-03-04,18:36:39
30,128.0,2021-03-04,18:36:42
31,128.0,2021-03-04,18:36:49
32,128.0,2021-03-04,18:36:50
33,126.0,2021-03-04,18:36:59
34,125.0,2021-03-04,18:37:00
35,123.0,2021-03-04,18:37:06
36,125.0,2021-03-04,18:37:12
37,125.0,2021-03-04,18:37:17
38,125.0,2021-03-04,18:37:21
39,127.0,2021-03-04,18:37:28
40,129.0,2021-03-04,18:37:30
41,131.0,2021-03-04,18:37:39
42,132.0,2021-03-04,18:37:44
43,132.0,2021-03-04,18:37:48
44,133.0,2021-03-04,18:37:53
45,133.0,2021-03-04,18:37:55
46,134.0,2021-03-04,18:38:04
47,135.0,2021-03-04,18:38:05
48,135.0,2021-03-04,18:38:10
49,137.0,2021-03-04,18:38:29
50,139.0,2021-03-04,18:38:35
51,138.0,2021-03-04,18:38:40
52,139.0,2021-03-04,18:38:45
53,137.0,2021-03-04,18:38:49
54,136.0,2021-03-04,18:38:51
55,124.0,2021-03-04,18:39:00
56,122.0,2021-03-04,18:39:02
57,124.0,2021-03-04,18:39:10
58,122.0,2021-03-04,18:39:13
59,118.0,2021-03-04,18:39:18
60,106.0,2021-03-04,18:39:25
61,107.0,2021-03-04,18:39:28
62,103.0,2021-03-04,18:39:35
63,103.0,2021-03-04,18:39:36
64,88.0,2021-03-04,18:39:45
65,92.0,2021-03-04,18:39:50
66,92.0,2021-03-04,18:39:55
67,91.0,2021-03-04,18:39:56
68,89.0,2021-03-04,18:40:05
69,88.0,2021-03-04,18:40:06
70,98.0,2021-03-04,18:40:13
71,92.0,2021-03-04,18:40:19
72,94.0,2021-03-04,18:40:21
73,100.0,2021-03-04,18:40:26
