,value,data,startTime
0,81.0,2021-01-07,17:27:48
1,80.0,2021-01-07,17:27:51
2,88.0,2021-01-07,17:28:04
3,88.0,2021-01-07,17:28:05
4,90.0,2021-01-07,17:28:30
5,95.0,2021-01-07,17:28:35
6,95.0,2021-01-07,17:28:36
7,96.0,2021-01-07,17:28:41
8,129.0,2021-01-07,17:33:07
9,129.0,2021-01-07,17:33:12
10,129.0,2021-01-07,17:33:16
11,129.0,2021-01-07,17:33:18
12,128.0,2021-01-07,17:33:23
13,128.0,2021-01-07,17:33:28
14,129.0,2021-01-07,17:33:33
15,132.0,2021-01-07,17:33:38
16,135.0,2021-01-07,17:33:43
17,137.0,2021-01-07,17:33:48
18,140.0,2021-01-07,17:33:53
19,142.0,2021-01-07,17:34:00
20,143.0,2021-01-07,17:34:03
21,145.0,2021-01-07,17:34:12
22,145.0,2021-01-07,17:34:16
23,147.0,2021-01-07,17:34:21
24,147.0,2021-01-07,17:34:23
25,148.0,2021-01-07,17:34:28
26,150.0,2021-01-07,17:34:35
27,149.0,2021-01-07,17:34:38
28,150.0,2021-01-07,17:34:47
29,150.0,2021-01-07,17:34:52
30,150.0,2021-01-07,17:34:53
31,148.0,2021-01-07,17:35:01
32,146.0,2021-01-07,17:35:07
33,146.0,2021-01-07,17:35:09
34,140.0,2021-01-07,17:35:17
35,140.0,2021-01-07,17:35:18
36,139.0,2021-01-07,17:35:27
37,139.0,2021-01-07,17:35:28
38,142.0,2021-01-07,17:35:37
39,142.0,2021-01-07,17:35:39
40,141.0,2021-01-07,17:35:47
41,142.0,2021-01-07,17:35:50
42,144.0,2021-01-07,17:35:53
43,145.0,2021-01-07,17:36:00
44,146.0,2021-01-07,17:36:03
45,144.0,2021-01-07,17:36:12
46,144.0,2021-01-07,17:36:13
47,145.0,2021-01-07,17:36:22
48,143.0,2021-01-07,17:36:27
49,143.0,2021-01-07,17:36:32
50,144.0,2021-01-07,17:36:37
51,144.0,2021-01-07,17:36:39
52,143.0,2021-01-07,17:36:43
53,144.0,2021-01-07,17:36:52
54,144.0,2021-01-07,17:36:57
55,144.0,2021-01-07,17:36:58
56,145.0,2021-01-07,17:37:03
57,147.0,2021-01-07,17:37:11
58,148.0,2021-01-07,17:37:16
59,149.0,2021-01-07,17:37:22
60,151.0,2021-01-07,17:37:25
61,152.0,2021-01-07,17:37:32
62,153.0,2021-01-07,17:37:33
63,154.0,2021-01-07,17:37:42
64,153.0,2021-01-07,17:37:47
65,153.0,2021-01-07,17:37:49
66,152.0,2021-01-07,17:37:56
67,152.0,2021-01-07,17:37:59
68,152.0,2021-01-07,17:38:03
69,152.0,2021-01-07,17:38:09
70,152.0,2021-01-07,17:38:13
71,153.0,2021-01-07,17:38:21
72,152.0,2021-01-07,17:38:25
73,153.0,2021-01-07,17:38:30
74,152.0,2021-01-07,17:38:37
75,151.0,2021-01-07,17:38:42
76,152.0,2021-01-07,17:38:47
77,152.0,2021-01-07,17:38:48
78,152.0,2021-01-07,17:38:56
79,151.0,2021-01-07,17:39:02
80,151.0,2021-01-07,17:39:03
