,value,data,startTime
0,77.0,2021-05-17,18:10:13
1,130.0,2021-05-17,18:14:36
2,130.0,2021-05-17,18:14:37
3,129.0,2021-05-17,18:14:42
4,129.0,2021-05-17,18:14:47
5,130.0,2021-05-17,18:14:52
6,132.0,2021-05-17,18:14:58
7,133.0,2021-05-17,18:15:04
8,135.0,2021-05-17,18:15:09
9,136.0,2021-05-17,18:15:12
10,137.0,2021-05-17,18:15:19
11,139.0,2021-05-17,18:15:23
12,140.0,2021-05-17,18:15:27
13,141.0,2021-05-17,18:15:32
14,143.0,2021-05-17,18:15:41
15,144.0,2021-05-17,18:15:45
16,144.0,2021-05-17,18:15:47
17,143.0,2021-05-17,18:15:56
18,136.0,2021-05-17,18:16:01
19,134.0,2021-05-17,18:16:06
20,132.0,2021-05-17,18:16:09
21,129.0,2021-05-17,18:16:15
22,128.0,2021-05-17,18:16:17
23,123.0,2021-05-17,18:16:23
24,121.0,2021-05-17,18:16:27
25,117.0,2021-05-17,18:16:36
26,118.0,2021-05-17,18:16:38
27,120.0,2021-05-17,18:16:42
28,127.0,2021-05-17,18:16:50
29,127.0,2021-05-17,18:16:52
30,131.0,2021-05-17,18:16:58
31,134.0,2021-05-17,18:17:06
32,135.0,2021-05-17,18:17:10
33,136.0,2021-05-17,18:17:12
34,137.0,2021-05-17,18:17:18
35,139.0,2021-05-17,18:17:23
36,140.0,2021-05-17,18:17:31
37,141.0,2021-05-17,18:17:36
38,141.0,2021-05-17,18:17:37
39,143.0,2021-05-17,18:17:44
40,144.0,2021-05-17,18:17:50
41,144.0,2021-05-17,18:17:54
42,145.0,2021-05-17,18:18:01
43,145.0,2021-05-17,18:18:02
44,144.0,2021-05-17,18:18:10
45,145.0,2021-05-17,18:18:14
46,145.0,2021-05-17,18:18:17
47,145.0,2021-05-17,18:18:23
48,146.0,2021-05-17,18:18:31
49,148.0,2021-05-17,18:18:34
50,148.0,2021-05-17,18:18:38
51,149.0,2021-05-17,18:18:42
52,150.0,2021-05-17,18:18:47
53,149.0,2021-05-17,18:18:54
54,148.0,2021-05-17,18:18:58
55,148.0,2021-05-17,18:19:05
56,149.0,2021-05-17,18:19:11
57,149.0,2021-05-17,18:19:16
